statement_id,wiki,page,segment_type,prominence,deontic_type,governance_class,source_quote,statement_orig,statement_en,note
enwiki:npov:15,enwiki,Wikipedia:Neutral point of view,rule,central,prohibition,content,Avoid stating opinions as facts,Editors should avoid stating opinions as facts.,Editors should avoid stating opinions as facts.,WP:YESPOV
enwiki:npov:16,enwiki,Wikipedia:Neutral point of view,rule,central,obligation,content,"these opinions should not be stated in Wikipedia's voice. Rather, they should be attributed in the text to particular sources","Significant opinions should not be stated in Wikipedia's voice but should be attributed in the text to particular sources, or where justified described as widespread views.","Significant opinions should not be stated in Wikipedia's voice but should be attributed in the text to particular sources, or where justified described as widespread views.",
enwiki:npov:17,enwiki,Wikipedia:Neutral point of view,rule,central,prohibition,content,Avoid stating seriously contested assertions as facts,Editors should avoid stating seriously contested assertions as facts.,Editors should avoid stating seriously contested assertions as facts.,WP:SERIOUSLYCONTESTED
enwiki:npov:18,enwiki,Wikipedia:Neutral point of view,rule,central,obligation,content,"If different reliable sources make conflicting assertions about a matter, treat these assertions as opinions rather than facts, and do not present them as direct statements in wikivoice","When reliable sources make conflicting assertions about a matter, treat those assertions as opinions rather than facts and do not present them as direct statements in Wikipedia's voice.","When reliable sources make conflicting assertions about a matter, treat those assertions as opinions rather than facts and do not present them as direct statements in Wikipedia's voice.",condition-scoped
enwiki:npov:19,enwiki,Wikipedia:Neutral point of view,rule,central,prohibition,content,Avoid stating facts as opinions,Editors should avoid stating facts as opinions.,Editors should avoid stating facts as opinions.,
enwiki:npov:20,enwiki,Wikipedia:Neutral point of view,rule,central,obligation,content,Uncontested and uncontroversial factual assertions made by reliable sources should normally be directly stated in Wikipedia's voice,Uncontested and uncontroversial factual assertions made by reliable sources should normally be stated directly in Wikipedia's voice.,Uncontested and uncontroversial factual assertions made by reliable sources should normally be stated directly in Wikipedia's voice.,
enwiki:npov:21,enwiki,Wikipedia:Neutral point of view,rule,supporting,permission,content,"Unless a topic specifically deals with a disagreement over otherwise uncontested information, there is no need for specific attribution for the assertion",Specific attribution for an uncontested factual assertion is not needed unless the topic specifically deals with a disagreement over that information.,Specific attribution for an uncontested factual assertion is not needed unless the topic specifically deals with a disagreement over that information.,exception/qualifier
enwiki:npov:22,enwiki,Wikipedia:Neutral point of view,rule,supporting,obligation,content,the passage should not be worded in any way that makes it appear to be contested,A passage stating an uncontested fact should not be worded in a way that makes it appear to be contested.,A passage stating an uncontested fact should not be worded in a way that makes it appear to be contested.,
enwiki:npov:23,enwiki,Wikipedia:Neutral point of view,rule,central,obligation,content,Prefer nonjudgmental language,Editors should prefer nonjudgmental language.,Editors should prefer nonjudgmental language.,
enwiki:npov:24,enwiki,Wikipedia:Neutral point of view,rule,central,definition,content,A neutral point of view neither sympathizes with nor disparages its subject (or what reliable sources say about the subject),A neutral point of view neither sympathizes with nor disparages its subject or what reliable sources say about it.,A neutral point of view neither sympathizes with nor disparages its subject or what reliable sources say about it.,
enwiki:npov:25,enwiki,Wikipedia:Neutral point of view,rule,supporting,condition,content,although this must sometimes be balanced against clarity,The preference for nonjudgmental language must sometimes be balanced against clarity.,The preference for nonjudgmental language must sometimes be balanced against clarity.,qualifier
enwiki:npov:26,enwiki,Wikipedia:Neutral point of view,rule,central,obligation,content,Present opinions and conflicting findings in a disinterested tone,Editors should present opinions and conflicting findings in a disinterested tone.,Editors should present opinions and conflicting findings in a disinterested tone.,
enwiki:npov:27,enwiki,Wikipedia:Neutral point of view,rule,central,prohibition,content,Do not editorialize,Editors must not editorialize.,Editors must not editorialize.,
enwiki:npov:28,enwiki,Wikipedia:Neutral point of view,rule,supporting,obligation,content,When editorial bias towards one particular point of view can be detected the article needs to be fixed,"When editorial bias toward one point of view can be detected, the article needs to be fixed.","When editorial bias toward one point of view can be detected, the article needs to be fixed.",
enwiki:npov:29,enwiki,Wikipedia:Neutral point of view,rule,supporting,permission,content,The only bias that should be evident is the bias attributed to the source,The only bias that should be evident in an article is bias attributed to the source.,The only bias that should be evident in an article is bias attributed to the source.,
enwiki:npov:30,enwiki,Wikipedia:Neutral point of view,rule,central,obligation,content,Indicate the relative prominence of opposing views,Editors should indicate the relative prominence of opposing views.,Editors should indicate the relative prominence of opposing views.,
enwiki:npov:31,enwiki,Wikipedia:Neutral point of view,rule,central,obligation,content,"Ensure that the reporting of different views on a subject adequately reflects the relative levels of support for those views and that it does not give a false impression of parity, or give undue weight to a particular view",Reporting of different views must adequately reflect their relative levels of support and must not give a false impression of parity or undue weight to a particular view.,Reporting of different views must adequately reflect their relative levels of support and must not give a false impression of parity or undue weight to a particular view.,
enwiki:npov:32,enwiki,Wikipedia:Neutral point of view,rule,central,prohibition,content,"Generally, do not remove sourced information from the encyclopedia solely because it seems biased",Editors should generally not remove sourced information solely because it seems biased.,Editors should generally not remove sourced information solely because it seems biased.,
enwiki:npov:33,enwiki,Wikipedia:Neutral point of view,rule,central,obligation,content,"Instead, try to rewrite the passage or section to achieve a more neutral tone","Instead of removing biased-seeming sourced material, editors should try to rewrite the passage or section to achieve a more neutral tone.","Instead of removing biased-seeming sourced material, editors should try to rewrite the passage or section to achieve a more neutral tone.",
enwiki:npov:34,enwiki,Wikipedia:Neutral point of view,rule,supporting,obligation,content,such problems should be fixed when possible through the normal editing process,"Bias problems should be fixed when possible through the normal editing process, balancing biased material with material from other sources.","Bias problems should be fixed when possible through the normal editing process, balancing biased material with material from other sources.",
enwiki:npov:35,enwiki,Wikipedia:Neutral point of view,rule,central,permission,content,Remove material when you have a good reason to believe it misinforms or misleads readers in ways that cannot be addressed by rewriting the passage,Editors may remove material when they have good reason to believe it misinforms or misleads readers in ways that cannot be addressed by rewriting.,Editors may remove material when they have good reason to believe it misinforms or misleads readers in ways that cannot be addressed by rewriting.,condition for removal
enwiki:npov:36,enwiki,Wikipedia:Neutral point of view,rule,central,obligation,content,The internal structure of an article may require additional attention to protect neutrality and to avoid problems like POV forking and undue weight,The internal structure of an article may require additional attention to protect neutrality and avoid problems like POV forking and undue weight.,The internal structure of an article may require additional attention to protect neutrality and avoid problems like POV forking and undue weight.,WP:STRUCTURE
enwiki:npov:37,enwiki,Wikipedia:Neutral point of view,rule,supporting,permission,content,"Although specific article structures are not, as a rule, prohibited, care must be taken to ensure that the overall presentation is broadly neutral","Specific article structures are not as a rule prohibited, but care must be taken to ensure the overall presentation is broadly neutral.","Specific article structures are not as a rule prohibited, but care must be taken to ensure the overall presentation is broadly neutral.",
enwiki:npov:38,enwiki,Wikipedia:Neutral point of view,rule,central,prohibition,content,"Segregation of text or other content into different regions or subsections, based solely on the apparent POV of the content itself, may result in an unencyclopedic structure",Segregating content into regions or subsections based solely on its apparent point of view may produce an unencyclopedic structure and should be avoided.,Segregating content into regions or subsections based solely on its apparent point of view may produce an unencyclopedic structure and should be avoided.,
enwiki:npov:39,enwiki,Wikipedia:Neutral point of view,rule,supporting,obligation,content,"Try to achieve a more neutral text by folding debates into the narrative, rather than isolating them into sections that ignore or fight against each other",Editors should fold debates into the narrative rather than isolating them into opposing sections.,Editors should fold debates into the narrative rather than isolating them into opposing sections.,
enwiki:npov:40,enwiki,Wikipedia:Neutral point of view,rule,central,obligation,content,"Pay attention to headers, footnotes, or other formatting elements that might unduly favor one point of view or one aspect of the subject","Editors should attend to headers, footnotes, and other formatting elements that might unduly favor one point of view or aspect of the subject.","Editors should attend to headers, footnotes, and other formatting elements that might unduly favor one point of view or aspect of the subject.",
enwiki:npov:41,enwiki,Wikipedia:Neutral point of view,rule,supporting,obligation,content,Watch out for structural or stylistic aspects that make it difficult for a reader to fairly and equally assess the credibility of all relevant and related viewpoints,Editors should watch for structural or stylistic aspects that make it difficult for a reader to fairly assess the credibility of all relevant viewpoints.,Editors should watch for structural or stylistic aspects that make it difficult for a reader to fairly assess the credibility of all relevant viewpoints.,
enwiki:npov:42,enwiki,Wikipedia:Neutral point of view,rule,central,obligation,content,"Neutrality requires that mainspace articles and pages fairly represent all significant viewpoints that have been published by reliable sources, in proportion to the prominence of each viewpoint in those sources","Neutrality requires that mainspace articles fairly represent all significant viewpoints published by reliable sources, in proportion to each viewpoint's prominence in those sources.","Neutrality requires that mainspace articles fairly represent all significant viewpoints published by reliable sources, in proportion to each viewpoint's prominence in those sources.",WP:WEIGHT — core due-weight rule
enwiki:npov:43,enwiki,Wikipedia:Neutral point of view,rule,central,prohibition,content,articles should not give minority views or aspects as much of or as detailed a description as more widely held views or widely supported aspects,Articles should not give minority views or aspects as much or as detailed a description as more widely held views.,Articles should not give minority views or aspects as much or as detailed a description as more widely held views.,
enwiki:npov:44,enwiki,Wikipedia:Neutral point of view,rule,central,prohibition,content,"Generally, the views of tiny minorities should not be included at all, except perhaps in a ""See also"" to an article about those specific views","The views of tiny minorities should generally not be included at all, except perhaps in a 'See also' link to an article about those views.","The views of tiny minorities should generally not be included at all, except perhaps in a 'See also' link to an article about those views.",tiny-minority exclusion
enwiki:npov:45,enwiki,Wikipedia:Neutral point of view,meta,supporting,definition,content,"Undue weight can be given in several ways, including but not limited to the depth of detail, quantity of text, prominence of placement, juxtaposition of statements, and use of imagery","Undue weight can be given through depth of detail, quantity of text, prominence of placement, juxtaposition of statements, and use of imagery.","Undue weight can be given through depth of detail, quantity of text, prominence of placement, juxtaposition of statements, and use of imagery.",
enwiki:npov:46,enwiki,Wikipedia:Neutral point of view,rule,supporting,permission,content,"In articles specifically relating to a minority viewpoint, such views may receive more attention and space","In articles specifically about a minority viewpoint, that view may receive more attention and space.","In articles specifically about a minority viewpoint, that view may receive more attention and space.",permission scoped to minority-topic articles
enwiki:npov:47,enwiki,Wikipedia:Neutral point of view,rule,supporting,obligation,content,these pages should still appropriately reference the majority viewpoint wherever relevant and must not represent content strictly from the minority view's perspective,Minority-viewpoint articles must still appropriately reference the majority viewpoint wherever relevant and must not present content strictly from the minority view's perspective.,Minority-viewpoint articles must still appropriately reference the majority viewpoint wherever relevant and must not present content strictly from the minority view's perspective.,
enwiki:npov:48,enwiki,Wikipedia:Neutral point of view,rule,supporting,obligation,content,it should always be clear which parts of the text describe the minority view,In a minority-viewpoint article it should always be clear which parts of the text describe the minority view.,In a minority-viewpoint article it should always be clear which parts of the text describe the minority view.,
enwiki:npov:49,enwiki,Wikipedia:Neutral point of view,rule,supporting,obligation,content,the majority view should be explained sufficiently to let the reader understand how the minority view differs from it,The majority view should be explained sufficiently for the reader to understand how the minority view differs from it.,The majority view should be explained sufficiently for the reader to understand how the minority view differs from it.,
enwiki:npov:50,enwiki,Wikipedia:Neutral point of view,rule,supporting,obligation,content,controversies regarding aspects of the minority view should be clearly identified and explained,Controversies regarding aspects of a minority view should be clearly identified and explained.,Controversies regarding aspects of a minority view should be clearly identified and explained.,
enwiki:npov:51,enwiki,Wikipedia:Neutral point of view,rule,central,prohibition,content,Wikipedia should not present a dispute as if a view held by a small minority is as significant as the majority view,Wikipedia should not present a dispute as if a small-minority view is as significant as the majority view.,Wikipedia should not present a dispute as if a small-minority view is as significant as the majority view.,
enwiki:npov:52,enwiki,Wikipedia:Neutral point of view,rule,central,prohibition,content,Views held by a tiny minority should not be represented except in articles devoted to those views,Views held by a tiny minority should not be represented except in articles devoted to those views.,Views held by a tiny minority should not be represented except in articles devoted to those views.,
enwiki:npov:53,enwiki,Wikipedia:Neutral point of view,rule,central,principle,content,Wikipedia aims to present competing views in proportion to their representation in reliable sources on the subject,Wikipedia aims to present competing views in proportion to their representation in reliable sources on the subject.,Wikipedia aims to present competing views in proportion to their representation in reliable sources on the subject.,
enwiki:npov:54,enwiki,Wikipedia:Neutral point of view,rule,central,scope,content,"This rule applies not only to article text but to images, wikilinks, external links, categories, templates, and all other material as well","The due-weight rule applies not only to article text but to images, wikilinks, external links, categories, templates, and all other material.","The due-weight rule applies not only to article text but to images, wikilinks, external links, categories, templates, and all other material.",scope of due weight
enwiki:npov:55,enwiki,Wikipedia:Neutral point of view,rule,supporting,condition,content,"If a viewpoint is in the majority, then it should be easy to substantiate it with references to commonly accepted reference texts","If a viewpoint is in the majority, it should be easy to substantiate with references to commonly accepted reference texts.","If a viewpoint is in the majority, it should be easy to substantiate with references to commonly accepted reference texts.",Jimbo Wales paraphrase
enwiki:npov:56,enwiki,Wikipedia:Neutral point of view,rule,supporting,condition,content,"If a viewpoint is held by a significant minority, then it should be easy to name prominent adherents","If a viewpoint is held by a significant minority, it should be easy to name prominent adherents.","If a viewpoint is held by a significant minority, it should be easy to name prominent adherents.",Jimbo Wales paraphrase
enwiki:npov:57,enwiki,Wikipedia:Neutral point of view,rule,central,prohibition,content,"If a viewpoint is held by an extremely small minority, it does not belong on Wikipedia, regardless of whether it is true, or you can prove it, except perhaps in some ancillary article","A viewpoint held by an extremely small minority does not belong on Wikipedia regardless of its truth or provability, except perhaps in an ancillary article.","A viewpoint held by an extremely small minority does not belong on Wikipedia regardless of its truth or provability, except perhaps in an ancillary article.",Jimbo Wales paraphrase
enwiki:npov:58,enwiki,Wikipedia:Neutral point of view,rule,central,obligation,content,"in determining proper weight, we consider a viewpoint's prevalence in reliable sources, not its prevalence among Wikipedia editors or the general public","In determining proper weight, editors consider a viewpoint's prevalence in reliable sources, not its prevalence among Wikipedia editors or the general public.","In determining proper weight, editors consider a viewpoint's prevalence in reliable sources, not its prevalence among Wikipedia editors or the general public.",
enwiki:npov:59,enwiki,Wikipedia:Neutral point of view,rule,supporting,prohibition,content,"If you can prove a theory that few or none believe, Wikipedia is not the place to present such proof",Wikipedia is not the place to present proof of a theory that few or none believe.,Wikipedia is not the place to present proof of a theory that few or none believe.,
enwiki:npov:60,enwiki,Wikipedia:Neutral point of view,rule,supporting,permission,content,"Once it has been presented and discussed in sources that are reliable, it may be appropriately included",A little-believed theory may be appropriately included once it has been presented and discussed in reliable sources.,A little-believed theory may be appropriately included once it has been presented and discussed in reliable sources.,eligibility condition
enwiki:npov:61,enwiki,Wikipedia:Neutral point of view,rule,central,principle,content,Neutrality assigns weight to viewpoints in proportion to their prominence in reliable sources,Neutrality assigns weight to viewpoints in proportion to their prominence in reliable sources.,Neutrality assigns weight to viewpoints in proportion to their prominence in reliable sources.,WP:BALANCE
enwiki:npov:62,enwiki,Wikipedia:Neutral point of view,rule,central,obligation,content,"when reputable sources contradict one another and are relatively equal in prominence, describe both points of view and work for balance","When reputable sources contradict one another and are relatively equal in prominence, editors should describe both points of view and work for balance.","When reputable sources contradict one another and are relatively equal in prominence, editors should describe both points of view and work for balance.",condition-scoped
enwiki:npov:63,enwiki,Wikipedia:Neutral point of view,rule,supporting,obligation,content,"This involves describing the opposing views clearly, drawing on secondary or tertiary sources that describe the disagreement from a disinterested viewpoint",Working for balance involves describing opposing views clearly and drawing on secondary or tertiary sources that describe the disagreement from a disinterested viewpoint.,Working for balance involves describing opposing views clearly and drawing on secondary or tertiary sources that describe the disagreement from a disinterested viewpoint.,
enwiki:npov:64,enwiki,Wikipedia:Neutral point of view,rule,central,prohibition,content,"Wikipedia policy does not state or imply that every minority view, fringe theory, or extraordinary claim needs to be presented along with commonly accepted mainstream scholarship as if they were of equal validity","Minority views, fringe theories, and extraordinary claims need not be presented alongside mainstream scholarship as if they were of equal validity.","Minority views, fringe theories, and extraordinary claims need not be presented alongside mainstream scholarship as if they were of equal validity.",WP:FALSEBALANCE
enwiki:npov:65,enwiki,Wikipedia:Neutral point of view,rule,central,prohibition,content,"Conspiracy theories, pseudoscience, speculative history, or plausible but unaccepted theories should not be legitimized through comparison to accepted academic scholarship","Conspiracy theories, pseudoscience, speculative history, and plausible-but-unaccepted theories should not be legitimized through comparison to accepted academic scholarship.","Conspiracy theories, pseudoscience, speculative history, and plausible-but-unaccepted theories should not be legitimized through comparison to accepted academic scholarship.",
enwiki:npov:66,enwiki,Wikipedia:Neutral point of view,rule,supporting,obligation,content,"we merely omit this information where including it would unduly legitimize it, and otherwise include and describe these ideas in their proper context concerning established scholarship","Editors omit fringe information where including it would unduly legitimize it, and otherwise include and describe such ideas in their proper context relative to established scholarship.","Editors omit fringe information where including it would unduly legitimize it, and otherwise include and describe such ideas in their proper context relative to established scholarship.",
enwiki:npov:67,enwiki,Wikipedia:Neutral point of view,rule,central,obligation,content,"An article should not give undue weight to minor aspects of its subject but should strive to treat each aspect with a weight proportional to its treatment in the body of reliable, published material on the subject",An article should not give undue weight to minor aspects of its subject but should treat each aspect with weight proportional to its treatment in reliable published material.,An article should not give undue weight to minor aspects of its subject but should treat each aspect with weight proportional to its treatment in reliable published material.,WP:PROPORTION
enwiki:npov:68,enwiki,Wikipedia:Neutral point of view,rule,supporting,obligation,content,encyclopedia articles should place the subject in context,"In addition to describing why a subject is notable, encyclopedia articles should place the subject in context.","In addition to describing why a subject is notable, encyclopedia articles should place the subject in context.",
enwiki:npov:69,enwiki,Wikipedia:Neutral point of view,rule,supporting,obligation,content,"an article about a person should always indicate, at least in a general way, when and where they lived","An article about a person should always indicate, at least generally, when and where they lived.","An article about a person should always indicate, at least generally, when and where they lived.",
enwiki:npov:70,enwiki,Wikipedia:Neutral point of view,rule,supporting,obligation,content,an article about a business should always indicate the nature of its business,An article about a business should always indicate the nature of its business.,An article about a business should always indicate the nature of its business.,
enwiki:npov:71,enwiki,Wikipedia:Neutral point of view,rule,supporting,permission,content,there may be cases where making some assumptions is necessary to get through a topic,"When writing articles, making some assumptions may be necessary to get through a topic.","When writing articles, making some assumptions may be necessary to get through a topic.",WP:MNA
enwiki:npov:72,enwiki,Wikipedia:Neutral point of view,rule,supporting,permission,content,"there is probably not a good reason to discuss some assumption on a given page if that assumption is best discussed in depth on some other page. However, a brief, unobtrusive pointer or wikilink might be appropriate","An assumption need not be discussed on a page if it is best discussed in depth on another page, though a brief unobtrusive pointer or wikilink may be appropriate.","An assumption need not be discussed on a page if it is best discussed in depth on another page, though a brief unobtrusive pointer or wikilink may be appropriate.",
enwiki:npov:73,enwiki,Wikipedia:Neutral point of view,rule,central,obligation,content,"In principle, all articles should be based on reliable, independent, secondary published sources with a reputation for fact-checking and accuracy","In principle, all articles should be based on reliable, independent, secondary published sources with a reputation for fact-checking and accuracy.","In principle, all articles should be based on reliable, independent, secondary published sources with a reputation for fact-checking and accuracy.",WP:BESTSOURCES
enwiki:npov:74,enwiki,Wikipedia:Neutral point of view,rule,supporting,obligation,content,"basing content on the best respected and most authoritative reliable sources helps to prevent bias, undue weight, and other NPOV issues","Basing content on the best-respected and most authoritative reliable sources helps prevent bias, undue weight, and other NPOV issues.","Basing content on the best-respected and most authoritative reliable sources helps prevent bias, undue weight, and other NPOV issues.",
enwiki:npov:75,enwiki,Wikipedia:Neutral point of view,rule,central,permission,content,"biased sources are not inherently disallowed based on bias alone, although other aspects of the source may make it invalid","Biased sources are not inherently disallowed on the basis of bias alone, though other aspects of a source may make it invalid.","Biased sources are not inherently disallowed on the basis of bias alone, though other aspects of a source may make it invalid.",WP:SOURCEBIAS
enwiki:npov:76,enwiki,Wikipedia:Neutral point of view,rule,central,obligation,content,A neutral point of view should be achieved by balancing the bias in sources based on the weight of the opinion in reliable sources and not by excluding sources that do not conform to the editor's point of view,"Neutrality should be achieved by balancing source bias according to the weight of opinion in reliable sources, not by excluding sources that do not conform to the editor's point of view.","Neutrality should be achieved by balancing source bias according to the weight of opinion in reliable sources, not by excluding sources that do not conform to the editor's point of view.",
enwiki:npov:77,enwiki,Wikipedia:Neutral point of view,rule,supporting,permission,content,This does not mean any biased source must be used; it may well serve an article better to exclude the material altogether,A biased source need not be used; excluding the material altogether may serve an article better.,A biased source need not be used; excluding the material altogether may serve an article better.,
enwiki:npov:78,enwiki,Wikipedia:Neutral point of view,rule,central,prohibition,content,"when talking about pseudoscientific topics, we should not describe these two opposing viewpoints as being equal to each other","When covering pseudoscientific topics, editors should not describe pseudoscience and scientific consensus as equal viewpoints.","When covering pseudoscientific topics, editors should not describe pseudoscience and scientific consensus as equal viewpoints.",WP:PSCI
enwiki:npov:79,enwiki,Wikipedia:Neutral point of view,rule,supporting,prohibition,content,"While pseudoscience may in some cases be significant to an article, it should not obfuscate the description of the mainstream views of the scientific community","Pseudoscience should not obfuscate the description of mainstream scientific views, even when it is significant to an article.","Pseudoscience should not obfuscate the description of mainstream scientific views, even when it is significant to an article.",
enwiki:npov:80,enwiki,Wikipedia:Neutral point of view,rule,central,prohibition,content,Any inclusion of fringe or pseudoscientific views should not give them undue weight,Inclusion of fringe or pseudoscientific views should not give them undue weight.,Inclusion of fringe or pseudoscientific views should not give them undue weight.,
enwiki:npov:81,enwiki,Wikipedia:Neutral point of view,rule,central,obligation,content,The fringe or pseudoscientific view should be clearly described as such,A fringe or pseudoscientific view should be clearly described as such.,A fringe or pseudoscientific view should be clearly described as such.,
enwiki:npov:82,enwiki,Wikipedia:Neutral point of view,rule,supporting,obligation,content,An explanation of how experts in the relevant field have reacted to such views should be prominently included,An explanation of how experts in the relevant field have reacted to fringe or pseudoscientific views should be prominently included.,An explanation of how experts in the relevant field have reacted to fringe or pseudoscientific views should be prominently included.,
enwiki:npov:83,enwiki,Wikipedia:Neutral point of view,rule,central,obligation,content,Wikipedia content should not only encompass what motivates individuals who hold these beliefs and practices but also account for how such beliefs and practices developed,Coverage of beliefs and practices should encompass both what motivates their adherents and how those beliefs and practices developed.,Coverage of beliefs and practices should encompass both what motivates their adherents and how those beliefs and practices developed.,WP:RNPOV
enwiki:npov:84,enwiki,Wikipedia:Neutral point of view,rule,supporting,permission,content,"Their point of view can be mentioned if it can be documented by relevant, reliable sources","Adherents' objections to critical historical treatment may be mentioned if documented by relevant, reliable sources.","Adherents' objections to critical historical treatment may be mentioned if documented by relevant, reliable sources.",eligibility condition
enwiki:npov:85,enwiki,Wikipedia:Neutral point of view,rule,supporting,obligation,content,Wikipedia articles about religious topics should take care to use these words only in their formal senses to avoid causing unnecessary offence or misleading the reader,"Articles about religious topics should use words with specialized scholarly meanings only in their formal senses, to avoid causing offence or misleading the reader.","Articles about religious topics should use words with specialized scholarly meanings only in their formal senses, to avoid causing offence or misleading the reader.",
enwiki:npov:86,enwiki,Wikipedia:Neutral point of view,rule,supporting,prohibition,content,editors should not avoid using terminology that has been established by the majority of the current reliable and relevant sources on a topic out of sympathy for a particular point of view or concern that readers may confuse the formal and informal meanings,Editors should not avoid terminology established by the majority of reliable sources out of sympathy for a point of view or fear that readers may confuse formal and informal meanings.,Editors should not avoid terminology established by the majority of reliable sources out of sympathy for a point of view or fear that readers may confuse formal and informal meanings.,
enwiki:npov:87,enwiki,Wikipedia:Neutral point of view,rule,central,definition,content,A POV fork is an attempt to evade the neutrality policy by creating a new article about a subject that is already treated in an article,A POV fork is an attempt to evade the neutrality policy by creating a new article about a subject already treated in an existing article.,A POV fork is an attempt to evade the neutrality policy by creating a new article about a subject already treated in an existing article.,WP:NPOVFORK
enwiki:npov:88,enwiki,Wikipedia:Neutral point of view,rule,central,prohibition,content,POV forks are not permitted on Wikipedia,POV forks are not permitted on Wikipedia.,POV forks are not permitted on Wikipedia.,
enwiki:npov:89,enwiki,Wikipedia:Neutral point of view,rule,central,obligation,content,All facts and significant points of view on a given subject should be treated in one article except in the case of a spinoff sub-article,"All facts and significant points of view on a subject should be treated in one article, except in the case of a legitimate spinoff sub-article.","All facts and significant points of view on a subject should be treated in one article, except in the case of a legitimate spinoff sub-article.",
enwiki:npov:90,enwiki,Wikipedia:Neutral point of view,rule,supporting,permission,content,This type of split is permissible only if written from a neutral point of view and must not be an attempt to evade the consensus process at another article,A spinoff sub-article split is permissible only if written from a neutral point of view and must not be an attempt to evade the consensus process at another article.,A spinoff sub-article split is permissible only if written from a neutral point of view and must not be an attempt to evade the consensus process at another article.,eligibility condition
