statement_id,wiki,page,segment_type,prominence,deontic_type,governance_class,source_quote,statement_orig,statement_en,note
enwiki:rfc:13,enwiki,Wikipedia:Requests for comment,procedure,supporting,condition,user-admin,"In severe cases of misconduct, you may try Wikipedia:Administrators' noticeboard/Incidents","For severe misconduct you may use the Administrators' noticeboard/Incidents, and arbitration as a last resort.","For severe misconduct you may use the Administrators' noticeboard/Incidents, and arbitration as a last resort.",
enwiki:rfc:14,enwiki,Wikipedia:Requests for comment,procedure,central,obligation,user-user,including in that discussion an {{rfc}} template tag,You create an RfC by starting a talk-page/noticeboard discussion and including an {{rfc}} template tag in it.,You create an RfC by starting a talk-page/noticeboard discussion and including an {{rfc}} template tag in it.,
enwiki:rfc:15,enwiki,Wikipedia:Requests for comment,rule,central,obligation,user-user,That tag must be followed by a neutral and brief statement and a valid timestamp,The {{rfc}} tag must be followed by a neutral and brief statement and a valid timestamp.,The {{rfc}} tag must be followed by a neutral and brief statement and a valid timestamp.,
enwiki:rfc:16,enwiki,Wikipedia:Requests for comment,procedure,supporting,obligation,user-user,"Before starting the process, make sure that any relevant alternatives to starting an RfC have been tried","Before starting an RfC, you must ensure relevant alternatives have been tried.","Before starting an RfC, you must ensure relevant alternatives have been tried.",
enwiki:rfc:17,enwiki,Wikipedia:Requests for comment,procedure,central,procedure,user-user,Open a new section at the bottom of the talk page of the article or project page that you are interested in,Open a new section at the bottom of the relevant article or project talk page.,Open a new section at the bottom of the relevant article or project talk page.,
enwiki:rfc:18,enwiki,Wikipedia:Requests for comment,procedure,supporting,permission,user-user,"you may instead place an RfC discussion on a subpage of an appropriate, relevant page","When very high comment volume is expected or no relevant talk page exists, you may place the RfC on a subpage of a relevant page instead.","When very high comment volume is expected or no relevant talk page exists, you may place the RfC on a subpage of a relevant page instead.",
enwiki:rfc:19,enwiki,Wikipedia:Requests for comment,rule,supporting,obligation,user-user,"The section heading should begin with ""RfC"" or ""Request for comment""","The RfC section heading should begin with ""RfC"" or ""Request for comment"".","The RfC section heading should begin with ""RfC"" or ""Request for comment"".",
enwiki:rfc:20,enwiki,Wikipedia:Requests for comment,procedure,central,obligation,user-user,"Insert one {{rfc}} template tag at the top of the new talk page section, directly below the section header","Insert one {{rfc}} template tag at the top of the new section, directly below the header.","Insert one {{rfc}} template tag at the top of the new section, directly below the header.",
enwiki:rfc:21,enwiki,Wikipedia:Requests for comment,rule,central,obligation,user-user,"The tag must include as parameters one or more categories from the table of RfC topics, and the category must be in lower case","The {{rfc}} tag must include one or more topic categories as parameters, in lower case.","The {{rfc}} tag must include one or more topic categories as parameters, in lower case.",
enwiki:rfc:22,enwiki,Wikipedia:Requests for comment,rule,supporting,condition,user-user,"If no category seems to fit, pick the one that seems closest","If no category fits, pick the closest one.","If no category fits, pick the closest one.",
enwiki:rfc:23,enwiki,Wikipedia:Requests for comment,rule,supporting,permission,user-user,"If the RfC is relevant to two categories, include them both in the same {{rfc}} tag","If two categories are relevant, include both in the same {{rfc}} tag.","If two categories are relevant, include both in the same {{rfc}} tag.",
enwiki:rfc:24,enwiki,Wikipedia:Requests for comment,definition,supporting,definition,content,"The ""Language and linguistics"" category is for requests related to a Wikipedia article ... about language and linguistics, not for requests concerning the language on a page","The Language and linguistics category is for articles about language/linguistics, not for questions about wording on a page.","The Language and linguistics category is for articles about language/linguistics, not for questions about wording on a page.",
enwiki:rfc:25,enwiki,Wikipedia:Requests for comment,definition,supporting,definition,user-admin,"The ""Wikipedia policies and guidelines"" category is for discussing changes to the policies and guidelines themselves, not for discussing how to apply them to a specific case","The policies-and-guidelines category is for changes to policies/guidelines themselves, not for applying them to a specific case; the same applies to other non-article categories.","The policies-and-guidelines category is for changes to policies/guidelines themselves, not for applying them to a specific case; the same applies to other non-article categories.",
enwiki:rfc:26,enwiki,Wikipedia:Requests for comment,procedure,central,obligation,user-user,"Include an initial brief, neutral statement or question about the issue in the talk page section, immediately below the {{rfc}} tag","Include a brief, neutral initial statement or question immediately below the {{rfc}} tag.","Include a brief, neutral initial statement or question immediately below the {{rfc}} tag.",
enwiki:rfc:27,enwiki,Wikipedia:Requests for comment,rule,supporting,obligation,user-user,"The statement should be self-contained, and should not assume that the section title is available","The initial statement should be self-contained and must not rely on the section title, which is not copied to RfC list pages.","The initial statement should be self-contained and must not rely on the section title, which is not copied to RfC list pages.",
enwiki:rfc:28,enwiki,Wikipedia:Requests for comment,rule,supporting,condition,user-user,"A long statement (including wiki markup), may be truncated or may fail to be copied at all","A long initial statement may be truncated or fail to copy; publish the brief neutral statement first, then add further comments below the timestamp.","A long initial statement may be truncated or fail to copy; publish the brief neutral statement first, then add further comments below the timestamp.",
enwiki:rfc:29,enwiki,Wikipedia:Requests for comment,rule,supporting,prohibition,user-user,initial statements are not allowed to contain tables or complex formatting,Initial RfC statements must not contain tables or complex formatting.,Initial RfC statements must not contain tables or complex formatting.,
enwiki:rfc:30,enwiki,Wikipedia:Requests for comment,rule,supporting,prohibition,user-user,the statement should not begin with a list,"The initial statement should not begin with a list; if unavoidable, use &#32; markup before the list.","The initial statement should not begin with a list; if unavoidable, use &#32; markup before the list.",
enwiki:rfc:31,enwiki,Wikipedia:Requests for comment,rule,central,obligation,user-user,"Add a timestamp at the end of the brief statement, using either ~~~~ ... or ~~~~~",Add a timestamp at the end of the statement using four tildes (~~~~) or five tildes (~~~~~); signing your username is optional.,Add a timestamp at the end of the statement using four tildes (~~~~) or five tildes (~~~~~); signing your username is optional.,
enwiki:rfc:32,enwiki,Wikipedia:Requests for comment,rule,central,condition,user-admin,Failing to provide a time and date will cause Legobot to remove your discussion from the pages that notify interested editors of RfCs,"If no time and date is provided, Legobot will remove the discussion from the RfC notification pages.","If no time and date is provided, Legobot will remove the discussion from the RfC notification pages.",
enwiki:rfc:33,enwiki,Wikipedia:Requests for comment,procedure,supporting,obligation,user-user,Publish the talk page edit,Publish the talk page edit.,Publish the talk page edit.,
enwiki:rfc:34,enwiki,Wikipedia:Requests for comment,procedure,supporting,procedure,user-admin,Legobot will ... advertise the RfC by copying the markup of the initial statement to a subpage of Wikipedia:Requests for comment,"As a result of the {{rfc}} tag, Legobot advertises the RfC by copying the initial statement to an RfC listing subpage; listing may take up to a day.","As a result of the {{rfc}} tag, Legobot advertises the RfC by copying the initial statement to an RfC listing subpage; listing may take up to a day.",
enwiki:rfc:35,enwiki,Wikipedia:Requests for comment,rule,supporting,condition,user-user,"If you add another RfC category, this must not be placed after the |rfcid= parameter","An added RfC category must not be placed after the |rfcid= parameter, or Legobot will not process it properly.","An added RfC category must not be placed after the |rfcid= parameter, or Legobot will not process it properly.",
enwiki:rfc:36,enwiki,Wikipedia:Requests for comment,procedure,supporting,permission,user-user,You can ask for help with writing your RfC question on this page's talk page,You may ask for help writing your RfC question on the project talk page.,You may ask for help writing your RfC question on the project talk page.,
enwiki:rfc:37,enwiki,Wikipedia:Requests for comment,rule,central,obligation,user-user,The initial RfC statement (and heading) should be neutrally worded and brief,The initial RfC statement and heading should be neutrally worded and brief.,The initial RfC statement and heading should be neutrally worded and brief.,
enwiki:rfc:38,enwiki,Wikipedia:Requests for comment,principle,supporting,permission,user-user,There is no actual rule saying that editors who start RfCs must make their initial explanations look like they are responses to the question,There is no rule requiring RfC starters to make their explanations less prominent (e.g. in a Discussion subsection).,There is no rule requiring RfC starters to make their explanations less prominent (e.g. in a Discussion subsection).,
enwiki:rfc:39,enwiki,Wikipedia:Requests for comment,rule,supporting,permission,user-user,"you may either ask someone else to write the initial statement or question, or simply do your best and leave a note asking others to improve it","If you cannot describe the issue neutrally, you may ask someone else to write the statement or do your best and ask others to improve it.","If you cannot describe the issue neutrally, you may ask someone else to write the statement or do your best and ask others to improve it.",
enwiki:rfc:40,enwiki,Wikipedia:Requests for comment,rule,supporting,obligation,user-user,"A signature (""~~~~"") or at least a time and date (""~~~~~"") is required",A signature or at least a time and date is required in the RfC statement.,A signature or at least a time and date is required in the RfC statement.,
enwiki:rfc:41,enwiki,Wikipedia:Requests for comment,rule,supporting,prohibition,user-user,"Do not include any opening html tags (e.g., <small>) in the initial RfC statement unless its corresponding closing tag ... also comes before the first timestamp",Do not straddle the first timestamp with HTML tags; any opening tag must have its closing tag before the first timestamp.,Do not straddle the first timestamp with HTML tags; any opening tag must have its closing tag before the first timestamp.,
enwiki:rfc:42,enwiki,Wikipedia:Requests for comment,rule,supporting,prohibition,user-user,the timestamp must not be placed inside a template parameter,The timestamp must not be placed inside a template parameter.,The timestamp must not be placed inside a template parameter.,
enwiki:rfc:43,enwiki,Wikipedia:Requests for comment,principle,supporting,principle,user-user,"It is rare for a single article, or a single editor, to have more than one or two productive RfCs open at a time",It is rarely productive for a single article or editor to have more than one or two RfCs open at once; check the RfC talk page before starting many.,It is rarely productive for a single article or editor to have more than one or two RfCs open at once; check the RfC talk page before starting many.,
enwiki:rfc:44,enwiki,Wikipedia:Requests for comment,rule,supporting,condition,user-user,"There is no technical limit to the number of simultaneous RfCs ... but to avoid discussion forks, they should not overlap significantly in their subject matter","Simultaneous RfCs on one page are technically unlimited but should not significantly overlap in subject matter, to avoid discussion forks.","Simultaneous RfCs on one page are technically unlimited but should not significantly overlap in subject matter, to avoid discussion forks.",
enwiki:rfc:45,enwiki,Wikipedia:Requests for comment,rule,supporting,obligation,user-user,"Each {{rfc}} tag should also be added in a separate edit, with a delay between each edit to let the bot assign an id number","Each additional {{rfc}} tag should be added in a separate edit with a delay, so the bot can assign an id to the previous one first.","Each additional {{rfc}} tag should be added in a separate edit with a delay, so the bot can assign an id to the previous one first.",
enwiki:rfc:46,enwiki,Wikipedia:Requests for comment,rule,supporting,condition,user-user,first ensure that all of the existing {{rfc}} tags already contain a |rfcid= parameter,"Before adding a new {{rfc}} tag to a page with existing RfCs, ensure all existing tags already have a |rfcid= parameter.","Before adding a new {{rfc}} tag to a page with existing RfCs, ensure all existing tags already have a |rfcid= parameter.",
enwiki:rfc:47,enwiki,Wikipedia:Requests for comment,rule,supporting,condition,user-admin,"If there are two {{rfc}} tags on the same page that both lack the |rfcid= parameter, Legobot will assign the same id number to both","Two {{rfc}} tags lacking |rfcid= on one page cause Legobot to assign both the same id, publicising only one; fix by removing |rfcid= from the unpublicised one and waiting.","Two {{rfc}} tags lacking |rfcid= on one page cause Legobot to assign both the same id, publicising only one; fix by removing |rfcid= from the unpublicised one and waiting.",
enwiki:rfc:48,enwiki,Wikipedia:Requests for comment,procedure,supporting,permission,user-user,you may also publicize the RfC by posting a notice at one or more of the following locations,"You may publicize an RfC by posting a notice at relevant Village Pump forums, noticeboards, WikiProject talk pages, or related article/policy talk pages.","You may publicize an RfC by posting a notice at relevant Village Pump forums, noticeboards, WikiProject talk pages, or related article/policy talk pages.",
enwiki:rfc:49,enwiki,Wikipedia:Requests for comment,rule,supporting,obligation,user-user,"When posting a notice at those locations, provide a link to the RfC, and a brief statement, but do not argue the RfC","When posting a publicity notice, provide a link and a brief statement but do not argue the RfC.","When posting a publicity notice, provide a link and a brief statement but do not argue the RfC.",
enwiki:rfc:50,enwiki,Wikipedia:Requests for comment,rule,central,obligation,user-user,"Take care to adhere to the canvassing guideline, which prohibits notifying a chosen group of editors who may be biased","Publicity must adhere to the canvassing guideline, which prohibits notifying a chosen group of potentially biased editors.","Publicity must adhere to the canvassing guideline, which prohibits notifying a chosen group of potentially biased editors.",
enwiki:rfc:51,enwiki,Wikipedia:Requests for comment,rule,supporting,obligation,user-user,"When creating a new Wikipedia policy or suggesting major modifications to a policy, follow the instructions at WP:PROPOSAL","When creating a new policy or proposing major policy modifications, follow the instructions at WP:PROPOSAL.","When creating a new policy or proposing major policy modifications, follow the instructions at WP:PROPOSAL.",
enwiki:rfc:52,enwiki,Wikipedia:Requests for comment,rule,supporting,prohibition,content,Centralized discussion may be used for policy-related RfCs but is not for publicizing any content disputes in articles,Centralized discussion may be used for policy-related RfCs but must not be used to publicize article content disputes.,Centralized discussion may be used for policy-related RfCs but must not be used to publicize article content disputes.,
enwiki:rfc:53,enwiki,Wikipedia:Requests for comment,rule,central,permission,user-user,"All editors (including temporary account users) are welcome to respond to any RfC, unless there are specific behavioral restrictions in place","All editors, including temporary-account users, may respond to any RfC unless specific behavioral restrictions (page protection, partial blocks, ArbCom restrictions) apply.","All editors, including temporary-account users, may respond to any RfC unless specific behavioral restrictions (page protection, partial blocks, ArbCom restrictions) apply.",
enwiki:rfc:54,enwiki,Wikipedia:Requests for comment,definition,supporting,definition,user-user,Responses may be submitted in a variety of formats,"RfC responses may take various formats: per-editor distinct responses, threaded discussion, endorse/oppose polling on alternatives, or combinations.","RfC responses may take various formats: per-editor distinct responses, threaded discussion, endorse/oppose polling on alternatives, or combinations.",
enwiki:rfc:55,enwiki,Wikipedia:Requests for comment,rule,supporting,prohibition,content,Editing after others have raised objections may be viewed as disruptive editing or edit warring,Avoid edits to content under RfC discussion that others may view as unhelpful; editing after objections may be seen as disruptive editing or edit warring.,Avoid edits to content under RfC discussion that others may view as unhelpful; editing after objections may be seen as disruptive editing or edit warring.,
enwiki:rfc:56,enwiki,Wikipedia:Requests for comment,rule,supporting,obligation,user-user,"Try not to be confrontational. Be friendly and civil, and assume good faith of other editors' actions","When responding, be non-confrontational, friendly, civil, and assume good faith.","When responding, be non-confrontational, friendly, civil, and assume good faith.",
enwiki:rfc:57,enwiki,Wikipedia:Requests for comment,rule,supporting,obligation,user-user,"identify common ground, and attempt to draw editors together rather than push them apart","Where possible, mediate by identifying common ground and drawing editors together.","Where possible, mediate by identifying common ground and drawing editors together.",
enwiki:rfc:58,enwiki,Wikipedia:Requests for comment,rule,central,obligation,user-user,Opponents of a proposal or RfC question should normally ask for help instead of boldly re-writing someone else's question,Opponents of an RfC question should normally ask for help rather than boldly rewriting someone else's question.,Opponents of an RfC question should normally ask for help rather than boldly rewriting someone else's question.,
enwiki:rfc:59,enwiki,Wikipedia:Requests for comment,rule,supporting,permission,user-user,"Before many editors have responded, it is acceptable to modify the question","Before many editors have responded, it is acceptable to modify the RfC question (e.g. if participants are confused).","Before many editors have responded, it is acceptable to modify the RfC question (e.g. if participants are confused).",
enwiki:rfc:60,enwiki,Wikipedia:Requests for comment,procedure,supporting,permission,user-user,add a very brief summary question to the top (after the {{rfc}} tag but before the first timestamp),"If the original question is too long or malformed, add a very brief summary question after the {{rfc}} tag but before the first timestamp.","If the original question is too long or malformed, add a very brief summary question after the {{rfc}} tag but before the first timestamp.",
enwiki:rfc:61,enwiki,Wikipedia:Requests for comment,procedure,supporting,permission,user-user,Add an alternative unbiased statement immediately below the original RfC question,"You may add an alternative unbiased statement immediately below the original question, after the {{rfc}} tag and first timestamp.","You may add an alternative unbiased statement immediately below the original question, after the {{rfc}} tag and first timestamp.",
enwiki:rfc:62,enwiki,Wikipedia:Requests for comment,rule,central,prohibition,user-user,Do not end an RfC just because you think the wording is biased,You must not end an RfC merely because you think the wording is biased.,You must not end an RfC merely because you think the wording is biased.,
enwiki:rfc:63,enwiki,Wikipedia:Requests for comment,rule,central,condition,user-admin,An {{rfc}} tag generally remains on the page until removed by Legobot or the originator. An RfC can be ended only when the criteria at Ending RfCs are met,"An {{rfc}} tag remains until removed by Legobot or the originator, and an RfC may be ended only when the Ending-RfCs criteria are met.","An {{rfc}} tag remains until removed by Legobot or the originator, and an RfC may be ended only when the Ending-RfCs criteria are met.",
enwiki:rfc:64,enwiki,Wikipedia:Requests for comment,definition,supporting,definition,user-admin,Ending an RfC ... Removing the link to the discussion from the central RfC lists,Ending an RfC means removing the discussion link from the central RfC lists by removing the {{rfc}} tag; a bot handles the rest.,Ending an RfC means removing the discussion link from the central RfC lists by removing the {{rfc}} tag; a bot handles the rest.,
enwiki:rfc:65,enwiki,Wikipedia:Requests for comment,definition,supporting,definition,user-admin,The end of a discussion ... This means people have stopped discussing the question,The end of a discussion means people have stopped discussing the question; when it naturally ends you should consider ending the RfC.,The end of a discussion means people have stopped discussing the question; when it naturally ends you should consider ending the RfC.,
enwiki:rfc:66,enwiki,Wikipedia:Requests for comment,definition,supporting,definition,user-user,Closing the discussion ... Someone lists conclusions (if any) and discourages further discussion,Closing a discussion means someone lists conclusions and discourages further discussion; closing and summarizing are distinct and neither is required.,Closing a discussion means someone lists conclusions and discourages further discussion; closing and summarizing are distinct and neither is required.,
enwiki:rfc:67,enwiki,Wikipedia:Requests for comment,procedure,central,procedure,user-admin,"There is no required minimum or maximum duration; typically 7 days is a minimum, and after 30 days the discussion is ripe for closure",An RfC has no required minimum or maximum duration; typically 7 days is a minimum and after 30 days it is ripe for closure.,An RfC has no required minimum or maximum duration; typically 7 days is a minimum and after 30 days it is ripe for closure.,policy-through-structure: default durations
enwiki:rfc:68,enwiki,Wikipedia:Requests for comment,procedure,central,procedure,user-admin,Legobot ... automatically ends it (removes the {{rfc}} tag) 30 days after it begins,Legobot automatically ends an RfC by removing the {{rfc}} tag 30 days after it begins.,Legobot automatically ends an RfC by removing the {{rfc}} tag 30 days after it begins.,policy-through-structure: 30-day auto-expiry
enwiki:rfc:69,enwiki,Wikipedia:Requests for comment,rule,supporting,obligation,user-user,"editors should not wait for that. If one of the reasons to end RfCs applies, someone should end it manually","Editors should not wait for auto-expiry; if a reason to end applies, someone should end the RfC manually as soon as it has run its course.","Editors should not wait for auto-expiry; if a reason to end applies, someone should end the RfC manually as soon as it has run its course.",
enwiki:rfc:70,enwiki,Wikipedia:Requests for comment,procedure,supporting,procedure,user-user,To extend a current RfC for another 30 days ... insert a current timestamp immediately before the original timestamp of the opening statement,"To extend an RfC by 30 days and prevent Legobot auto-ending, insert a current timestamp immediately before the opening statement's original timestamp.","To extend an RfC by 30 days and prevent Legobot auto-ending, insert a current timestamp immediately before the opening statement's original timestamp.",
enwiki:rfc:71,enwiki,Wikipedia:Requests for comment,procedure,supporting,permission,user-user,The question may be withdrawn by the poster,"The RfC question may be withdrawn by its poster, who would normally remove the {{rfc}} tag.","The RfC question may be withdrawn by its poster, who would normally remove the {{rfc}} tag.",
enwiki:rfc:72,enwiki,Wikipedia:Requests for comment,procedure,supporting,permission,user-user,The RfC participants can agree to end it at any time; one of them removes the {{rfc}} tag,"RfC participants may agree to end the RfC at any time, with one of them removing the {{rfc}} tag.","RfC participants may agree to end the RfC at any time, with one of them removing the {{rfc}} tag.",
enwiki:rfc:73,enwiki,Wikipedia:Requests for comment,procedure,supporting,permission,user-admin,"Any uninvolved editor can post a closing summary of the discussion; if consensus is undoubtedly clear, even an involved editor may summarize",Any uninvolved editor may post a closing summary; an involved editor may summarize only if consensus is undoubtedly clear.,Any uninvolved editor may post a closing summary; an involved editor may summarize only if consensus is undoubtedly clear.,
enwiki:rfc:74,enwiki,Wikipedia:Requests for comment,rule,supporting,obligation,user-admin,The editor removes the {{rfc}} tag while closing the discussion,The editor closing an RfC removes the {{rfc}} tag while closing the discussion.,The editor closing an RfC removes the {{rfc}} tag while closing the discussion.,
enwiki:rfc:75,enwiki,Wikipedia:Requests for comment,rule,supporting,principle,user-admin,involved editors (on all sides of a dispute) are encouraged to let someone else write a summary,"To avoid biased-summary concerns, involved editors on all sides are encouraged to let someone else write the summary (WP:NACINV).","To avoid biased-summary concerns, involved editors on all sides are encouraged to let someone else write the summary (WP:NACINV).",
enwiki:rfc:76,enwiki,Wikipedia:Requests for comment,rule,central,obligation,user-user,"Please remove the {{rfc}} tag when the dispute has been resolved, or when discussion has ended",Remove the {{rfc}} tag when the dispute is resolved or discussion has ended.,Remove the {{rfc}} tag when the dispute is resolved or discussion has ended.,
enwiki:rfc:77,enwiki,Wikipedia:Requests for comment,procedure,central,procedure,user-user,"To end an RfC manually, remove the {{rfc}} tag from the talk page","To end an RfC manually, remove the {{rfc}} tag from the talk page; Legobot removes the discussion from the central lists on its next run.","To end an RfC manually, remove the {{rfc}} tag from the talk page; Legobot removes the discussion from the central lists on its next run.",
enwiki:rfc:78,enwiki,Wikipedia:Requests for comment,rule,supporting,obligation,user-user,"If you are also closing the discussion, you should do this in the same edit","If you are also closing the discussion when ending an RfC, do it in the same edit.","If you are also closing the discussion when ending an RfC, do it in the same edit.",
enwiki:rfc:79,enwiki,Wikipedia:Requests for comment,rule,central,prohibition,user-admin,"Do not enclose the {{rfc}} tag in <nowiki>...</nowiki> or <syntaxhighlight>...</syntaxhighlight> tags, nor place it in HTML comment markers","Do not enclose the {{rfc}} tag in nowiki, syntaxhighlight, or HTML comment markers, since Legobot will ignore these and treat the RfC as still open.","Do not enclose the {{rfc}} tag in nowiki, syntaxhighlight, or HTML comment markers, since Legobot will ignore these and treat the RfC as still open.",
enwiki:rfc:80,enwiki,Wikipedia:Requests for comment,procedure,supporting,permission,user-admin,can formally request closure by posting at Wikipedia:Closure requests,Anyone wanting an uninvolved editor to write a closing summary can formally request closure at Wikipedia:Closure requests.,Anyone wanting an uninvolved editor to write a closing summary can formally request closure at Wikipedia:Closure requests.,
enwiki:rfc:81,enwiki,Wikipedia:Requests for comment,rule,supporting,condition,user-admin,If the matter under discussion is not contentious and the consensus is obvious ... then formal closure is neither necessary nor advisable,"If the matter is uncontentious and consensus is obvious to participants, formal closure is neither necessary nor advisable.","If the matter is uncontentious and consensus is obvious to participants, formal closure is neither necessary nor advisable.",
enwiki:rfc:82,enwiki,Wikipedia:Requests for comment,principle,supporting,principle,user-admin,Written closing statements are not required. Editors are expected to be able to evaluate and agree upon the results of most RfCs without outside assistance,Written closing statements are not required; editors are expected to evaluate and agree on most RfC results without outside assistance.,Written closing statements are not required; editors are expected to evaluate and agree on most RfC results without outside assistance.,
enwiki:rfc:83,enwiki,Wikipedia:Requests for comment,procedure,supporting,permission,user-user,you may optionally enclose the talk page section in a box using a tag pair such as {{closed rfc top}}/{{closed rfc bottom}},"To alert readers an RfC has ended, you may optionally box the section with a tag pair such as {{closed rfc top}}/{{closed rfc bottom}}; this is not required.","To alert readers an RfC has ended, you may optionally box the section with a tag pair such as {{closed rfc top}}/{{closed rfc bottom}}; this is not required.",
enwiki:rfc:84,enwiki,Wikipedia:Requests for comment,rule,supporting,obligation,user-admin,"If a closed RfC discussion results in a major policy change, strongly consider updating related guides such as Help:Introduction to Wikipedia","If a closed RfC results in a major policy change, strongly consider updating related guides such as Help:Introduction to Wikipedia.","If a closed RfC results in a major policy change, strongly consider updating related guides such as Help:Introduction to Wikipedia.",
enwiki:rfc:85,enwiki,Wikipedia:Requests for comment,rule,central,permission,user-user,"Anyone who wants to have more comments on the topic can restart an RfC that has ended, as long as the discussion has not been closed","Anyone may restart an ended RfC to gather more comments, provided the discussion has not been closed.","Anyone may restart an ended RfC to gather more comments, provided the discussion has not been closed.",
enwiki:rfc:86,enwiki,Wikipedia:Requests for comment,procedure,supporting,procedure,user-user,"To restart an RfC, reinsert the {{rfc}} tag. If it was automatically removed by Legobot, then be sure to insert a current timestamp after the RfC statement, and before its original timestamp","To restart an RfC, reinsert the {{rfc}} tag; if Legobot auto-removed it, insert a current timestamp after the statement and before the original timestamp, or it will be re-removed.","To restart an RfC, reinsert the {{rfc}} tag; if Legobot auto-removed it, insert a current timestamp after the statement and before the original timestamp, or it will be re-removed.",
enwiki:rfc:87,enwiki,Wikipedia:Requests for comment,procedure,supporting,permission,user-user,"if the RfC is to be of long duration, you may instead add the line <!-- RFCBot Ignore Expired --> before the {{rfc}} tag","For a long-duration RfC, you may add <!-- RFCBot Ignore Expired --> before the {{rfc}} tag instead of repeatedly extending.","For a long-duration RfC, you may add <!-- RFCBot Ignore Expired --> before the {{rfc}} tag instead of repeatedly extending.",
enwiki:rfc:88,enwiki,Wikipedia:Requests for comment,rule,supporting,obligation,user-user,"You should mention at the end of the RfC statement that the RfC ended and restarted, and add your signature if appropriate","When restarting, you should note at the end of the RfC statement that it ended and restarted, and sign if appropriate.","When restarting, you should note at the end of the RfC statement that it ended and restarted, and sign if appropriate.",
