statement_id,wiki,page,segment_type,prominence,deontic_type,governance_class,source_quote,statement_orig,statement_en,note
dewiki:npov:13,dewiki,Wikipedia:Neutraler Standpunkt,rule,supporting,obligation,content,"Sie verlangt aber auch, dass die Meinungen von Minderheiten zu Wort kommen, sofern sich dafür eine zuverlässige Quelle finden lässt","Die Meinungen von Minderheiten müssen zu Wort kommen, sofern sich dafür eine zuverlässige Quelle finden lässt.","The opinions of minorities must be given a voice, provided a reliable source can be found for them.",conditional on reliable source
dewiki:npov:14,dewiki,Wikipedia:Neutraler Standpunkt,rule,supporting,obligation,content,Die Beschreibung soll einen neutralen Ton haben,Die Beschreibung soll einen neutralen Ton haben.,The description shall have a neutral tone.,
dewiki:npov:15,dewiki,Wikipedia:Neutraler Standpunkt,rule,central,obligation,content,der Anteil der einzelnen Standpunkte am Gesamtumfang soll ihre jeweilige Relevanz widerspiegeln,Der Anteil der einzelnen Standpunkte am Gesamtumfang soll ihre jeweilige Relevanz widerspiegeln.,The share of each viewpoint in the overall extent shall reflect its respective relevance.,core WEIGHT rule
dewiki:npov:16,dewiki,Wikipedia:Neutraler Standpunkt,rule,supporting,prohibition,content,"sollte Text nicht entfernt werden, nur weil es sich dabei um die Darstellung einer abweichenden Meinung handelt","Text soll nicht entfernt werden, nur weil er eine abweichende Meinung darstellt.",Text should not be removed merely because it presents a dissenting opinion.,
dewiki:npov:17,dewiki,Wikipedia:Neutraler Standpunkt,procedure,supporting,obligation,content,"jedoch sollte er gegebenenfalls gekürzt oder in einen neuen Unterartikel ausgelagert werden, wenn ihr sonst überproportional viel Gewicht gegeben würde","Text soll gegebenenfalls gekürzt oder in einen Unterartikel ausgelagert werden, wenn einer Meinung sonst überproportional viel Gewicht gegeben würde.","Text should, where applicable, be shortened or moved to a sub-article if an opinion would otherwise be given disproportionate weight.",conditional
dewiki:npov:18,dewiki,Wikipedia:Neutraler Standpunkt,rule,central,obligation,content,"Neutralität verlangt, dass die Standpunkte unvoreingenommen dargestellt werden","Neutralität verlangt, dass die Standpunkte unvoreingenommen dargestellt werden.",Neutrality requires that viewpoints be presented in an unbiased manner.,
dewiki:npov:19,dewiki,Wikipedia:Neutraler Standpunkt,rule,supporting,obligation,content,"es soll im Gegenteil verdeutlicht werden, dass es Meinungsverschiedenheiten gibt","Es soll verdeutlicht werden, dass es Meinungsverschiedenheiten gibt (statt so zu tun, als seien die Quellen unvoreingenommen).","It shall be made clear that disagreements exist, rather than pretending the sources are unbiased.",
dewiki:npov:20,dewiki,Wikipedia:Neutraler Standpunkt,rule,central,obligation,content,Die Faktenbasis von Wikipedia-Artikeln stammt grundsätzlich aus veröffentlichten Informationsquellen,Die Faktenbasis von Artikeln stammt grundsätzlich aus veröffentlichten Informationsquellen.,The factual basis of articles fundamentally derives from published information sources.,
dewiki:npov:21,dewiki,Wikipedia:Neutraler Standpunkt,rule,supporting,definition,content,"Bei Darstellungen oder Standpunkten, für die es keine zuverlässige Informationsquelle gibt, handelt es sich um unerwünschte Theoriefindung",Darstellungen oder Standpunkte ohne zuverlässige Informationsquelle sind unerwünschte Theoriefindung.,Presentations or viewpoints for which no reliable source exists constitute unwanted original research.,
dewiki:npov:22,dewiki,Wikipedia:Neutraler Standpunkt,rule,supporting,definition,content,Ein ausgewogener Artikel beschreibt den Gegenstand des Lemmas und nachfolgend die damit verbundenen unterschiedlichen Standpunkte,Ein ausgewogener Artikel beschreibt den Gegenstand des Lemmas und danach die damit verbundenen unterschiedlichen Standpunkte.,A balanced article describes the subject of the entry and subsequently the differing viewpoints connected to it.,
dewiki:npov:23,dewiki,Wikipedia:Neutraler Standpunkt,rule,supporting,permission,content,Mehrere verschiedene oder einander widersprechende Standpunkte können in einem Artikel beschrieben werden,Mehrere verschiedene oder einander widersprechende Standpunkte können in einem Artikel beschrieben werden.,Several different or contradictory viewpoints may be described in one article.,
dewiki:npov:24,dewiki,Wikipedia:Neutraler Standpunkt,rule,supporting,obligation,content,Die Akzeptanz der verschiedenen Darstellungen sollte dabei klar dargestellt werden,Die Akzeptanz der verschiedenen Darstellungen soll klar dargestellt werden.,The acceptance of the various presentations shall be clearly indicated.,
dewiki:npov:25,dewiki,Wikipedia:Neutraler Standpunkt,rule,central,principle,content,"Die angemessene Darstellung des Lemmas und von Argumenten hat Vorrang vor dem Bestreben, konkurrierende Sichtweisen möglichst in gleichem Umfang wiederzugeben","Die angemessene Darstellung des Lemmas und der Argumente hat Vorrang vor dem Bestreben, konkurrierende Sichtweisen in gleichem Umfang wiederzugeben.",Appropriate presentation of the subject and arguments takes precedence over the aim of giving competing viewpoints equal extent.,priority rule vs false balance
dewiki:npov:26,dewiki,Wikipedia:Neutraler Standpunkt,rule,supporting,obligation,content,"Im besten Fall sind alle bekannten Standpunkte zu erwähnen, die von relevanten gesellschaftlichen Gruppen und Organisationen sowie von den maßgeblichen Wissenschaftlern eines Fachgebiets aktuell vertreten werden","Im besten Fall sind alle bekannten Standpunkte zu erwähnen, die von relevanten Gruppen, Organisationen und maßgeblichen Wissenschaftlern aktuell vertreten werden.","Ideally, all known viewpoints currently held by relevant social groups, organizations, and authoritative scholars of a field are to be mentioned.",
dewiki:npov:27,dewiki,Wikipedia:Neutraler Standpunkt,rule,central,prohibition,content,Durch bloße Aneinanderreihung verschiedener Meinungen dürfen wissenschaftliche Erkenntnisse nicht relativiert werden,Wissenschaftliche Erkenntnisse dürfen nicht durch bloße Aneinanderreihung verschiedener Meinungen relativiert werden.,Scientific findings must not be relativized by the mere juxtaposition of different opinions.,false balance
dewiki:npov:28,dewiki,Wikipedia:Neutraler Standpunkt,rule,central,obligation,content,"Ein enzyklopädischer Artikel ist in einem durchgehend sachlich-neutralen, d. h. nicht emotional gefärbten Ton gefasst","Ein enzyklopädischer Artikel ist durchgehend in sachlich-neutralem, nicht emotional gefärbtem Ton zu verfassen.","An encyclopedic article is to be written in a consistently factual-neutral, i.e. non-emotionally-colored, tone.",
dewiki:npov:29,dewiki,Wikipedia:Neutraler Standpunkt,rule,central,prohibition,content,"Ein enzyklopädischer Artikel enthält sich, für oder gegen Standpunkte Stellung zu beziehen","Ein enzyklopädischer Artikel enthält sich, für oder gegen Standpunkte Stellung zu beziehen.",An encyclopedic article refrains from taking a position for or against viewpoints.,
dewiki:npov:30,dewiki,Wikipedia:Neutraler Standpunkt,rule,central,prohibition,content,Standpunkte dürfen weder ungebührlich akzentuiert noch apodiktisch noch mit ausweichenden Formulierungen … dargestellt werden,Standpunkte dürfen weder ungebührlich akzentuiert noch apodiktisch noch mit ausweichenden Formulierungen dargestellt werden.,"Viewpoints must be presented neither with undue emphasis, nor apodictically, nor with evasive phrasing.",
dewiki:npov:31,dewiki,Wikipedia:Neutraler Standpunkt,rule,central,prohibition,content,Persönliche Interessen dürfen nie den Inhalt von Artikeln bestimmen,Persönliche Interessen dürfen nie den Inhalt von Artikeln bestimmen.,Personal interests must never determine the content of articles.,
dewiki:npov:32,dewiki,Wikipedia:Neutraler Standpunkt,rule,supporting,obligation,content,Autoren sollen stets wertfrei und ohne Parteilichkeit („sine ira et studio“) agieren,Autoren sollen stets wertfrei und ohne Parteilichkeit agieren.,"Authors shall always act value-free and without partiality (""sine ira et studio"").",
dewiki:npov:33,dewiki,Wikipedia:Neutraler Standpunkt,rule,supporting,permission,content,Offenkundige Tatsachen können in Artikeln auch als solche dargestellt werden,Offenkundige Tatsachen können in Artikeln als solche dargestellt werden.,Obvious facts may be presented as such in articles.,
dewiki:npov:34,dewiki,Wikipedia:Neutraler Standpunkt,rule,central,obligation,content,In jedem Fall müssen Urteile von allgemein akzeptierten Tatsachen getrennt und als solche ausgewiesen werden,Urteile müssen in jedem Fall von allgemein akzeptierten Tatsachen getrennt und als solche ausgewiesen werden.,Value judgments must in every case be separated from generally accepted facts and marked as such.,
dewiki:npov:35,dewiki,Wikipedia:Neutraler Standpunkt,rule,central,obligation,content,Werturteile müssen zwingend den Urteilenden zugeordnet werden,Werturteile müssen zwingend dem Urteilenden zugeordnet werden.,Value judgments must be strictly attributed to the person making them.,
dewiki:npov:36,dewiki,Wikipedia:Neutraler Standpunkt,rule,central,prohibition,content,Wikipedia-Autoren sollen niemals selbst urteilen,Wikipedia-Autoren sollen niemals selbst urteilen.,Wikipedia authors shall never make value judgments themselves.,
dewiki:npov:37,dewiki,Wikipedia:Neutraler Standpunkt,rule,supporting,obligation,content,"Besonders bei umstrittenen Themen ist es wichtig, Standpunkte zuzuordnen","Besonders bei umstrittenen Themen ist es wichtig, Standpunkte zuzuordnen.",Especially for controversial topics it is important to attribute viewpoints.,
dewiki:npov:38,dewiki,Wikipedia:Neutraler Standpunkt,rule,supporting,permission,content,Dabei können auch besonders prägnante Meinungen wörtlich zitiert werden,Besonders prägnante Meinungen können wörtlich zitiert werden.,Particularly pointed opinions may be quoted verbatim.,
dewiki:npov:39,dewiki,Wikipedia:Neutraler Standpunkt,rule,supporting,obligation,content,"Wichtig ist, Meinungen exakt wiederzugeben und sie in den jeweiligen Zusammenhang einzuordnen",Meinungen sind exakt wiederzugeben und in den jeweiligen Zusammenhang einzuordnen.,Opinions are to be reproduced exactly and placed into their respective context.,
dewiki:npov:40,dewiki,Wikipedia:Neutraler Standpunkt,rule,central,obligation,content,müssen alle maßgeblichen Standpunkte repräsentiert werden (es darf kein verstecktes Werturteil durch die Auswahl oder Gewichtung einzelner Sichtweisen erfolgen),Alle maßgeblichen Standpunkte müssen repräsentiert werden; kein verstecktes Werturteil durch Auswahl oder Gewichtung einzelner Sichtweisen.,All authoritative viewpoints must be represented; no hidden value judgment through selection or weighting of individual viewpoints.,
dewiki:npov:41,dewiki,Wikipedia:Neutraler Standpunkt,rule,supporting,obligation,content,Bedeutsame Wertungen müssen ausgewogen dargestellt werden,Bedeutsame Wertungen müssen ausgewogen dargestellt werden.,Significant evaluations must be presented in a balanced manner.,
dewiki:npov:42,dewiki,Wikipedia:Neutraler Standpunkt,rule,supporting,prohibition,content,in der Wortwahl keine (implizite) Wertung vorzunehmen,In der Wortwahl darf keine (implizite) Wertung vorgenommen werden.,No (implicit) evaluation may be made through word choice.,
dewiki:npov:43,dewiki,Wikipedia:Neutraler Standpunkt,rule,supporting,prohibition,content,"Es ist der Neutralität auch nicht förderlich, wenn Autoren … im Stil einer Erörterung einen eigenen Standpunkt argumentativ darlegen",Autoren sollen nicht im Stil einer Erörterung einen eigenen Standpunkt argumentativ darlegen.,"Authors should not, in the style of an essay, argumentatively lay out their own viewpoint.",
dewiki:npov:44,dewiki,Wikipedia:Neutraler Standpunkt,rule,supporting,prohibition,content,Eine Trennung der verschiedenen Argumente in separate Listen (Pro- und Kontraliste) ist keine geeignete Form der Darstellung,Eine Trennung der Argumente in Pro- und Kontralisten ist keine geeignete Form der Darstellung.,Separating arguments into pro/con lists is not a suitable form of presentation.,
dewiki:npov:45,dewiki,Wikipedia:Neutraler Standpunkt,rule,central,prohibition,content,"Insbesondere ist die lediglich auf Außenwirkung bedachte Selbstdarstellung von Behörden, Institutionen, Parteien, Unternehmen, Vereinen, Personen etc. bei Wikipedia ausdrücklich unerwünscht","Die auf Außenwirkung bedachte Selbstdarstellung von Behörden, Institutionen, Parteien, Unternehmen, Personen etc. ist ausdrücklich unerwünscht.","Self-promotion by authorities, institutions, parties, companies, persons, etc. aimed merely at external image is expressly unwanted.",
dewiki:npov:46,dewiki,Wikipedia:Neutraler Standpunkt,rule,supporting,prohibition,content,"Gleiches gilt für Darstellungen, die die Rufschädigung Dritter durch falsche Tatsachenbehauptungen, Verbreiten von Gerüchten und Spekulationen, sinnentstellende Zitatwahl u. ä. zum Ziel haben","Ebenso unerwünscht sind Darstellungen, die die Rufschädigung Dritter durch falsche Tatsachenbehauptungen, Gerüchte, Spekulationen oder sinnentstellende Zitatwahl bezwecken.","Likewise unwanted are presentations aimed at damaging third parties' reputations through false claims, rumors, speculation, or distorting quote selection.",
dewiki:npov:47,dewiki,Wikipedia:Neutraler Standpunkt,procedure,context,condition,user-admin,So ein Verhalten kann mit einer Sperre geahndet werden,Solches Verhalten kann mit einer Sperre geahndet werden.,Such behavior can be sanctioned with a block.,enforcement/sanction
dewiki:npov:48,dewiki,Wikipedia:Neutraler Standpunkt,rule,central,prohibition,content,darf die Darstellung dieser abweichenden Haltung nicht in gleichem Umfang geschildert werden wie die etablierten Positionen,Eine von wenigen anerkannte abweichende Haltung darf nicht in gleichem Umfang wie etablierte Positionen dargestellt werden.,A dissenting stance held by only a few must not be presented at the same extent as established positions.,undue weight / minority view
dewiki:npov:49,dewiki,Wikipedia:Neutraler Standpunkt,rule,supporting,obligation,content,"ist es angebracht, die betreffenden Standpunkte und ihre Diskussion sowie die … Auswirkungen in angemessenem Umfang zu erwähnen","Wenn Minderheitenmeinungen historisches Gewicht durch häufige öffentliche Diskussion haben, sind sie in angemessenem Umfang zu erwähnen.","When minority opinions have historical weight through frequent public discussion, they are to be mentioned to an appropriate extent.",conditional
dewiki:npov:50,dewiki,Wikipedia:Neutraler Standpunkt,rule,supporting,principle,content,Bereits ein einzelnes Wort in einem Satz kann die Sachlichkeit zerstören und den Satz zu einer tendenziösen Aussage machen,Bereits ein einzelnes Wort kann die Sachlichkeit zerstören und einen Satz tendenziös machen.,Even a single word can destroy factuality and turn a sentence into a tendentious statement.,
dewiki:npov:51,dewiki,Wikipedia:Neutraler Standpunkt,rule,supporting,obligation,content,"Wörter wie bekannt, berühmt, bedeutend, erfolgreich, beliebt … sollten nachvollziehbar sowie gezielt, nicht aber werbend oder als Füllwörter eingesetzt werden","Relative Wörter wie „bekannt“, „berühmt“, „bedeutend“ sollen nachvollziehbar und gezielt, nicht werbend oder als Füllwörter eingesetzt werden.","Relative words like ""well-known"", ""famous"", ""significant"" should be used comprehensibly and purposefully, not promotionally or as filler.",
dewiki:npov:52,dewiki,Wikipedia:Neutraler Standpunkt,rule,supporting,obligation,content,"Aus der Beschreibung im Artikel sollte zumindest hervorgehen, wofür und bei welchem Publikum das Beschriebene bekannt, berühmt, bedeutend, erfolgreich bzw. beliebt ist","Aus dem Artikel soll hervorgehen, wofür und bei welchem Publikum das Beschriebene bekannt, berühmt, bedeutend usw. ist.","The article should make clear for what and among which audience the subject is well-known, famous, significant, etc.",
dewiki:npov:53,dewiki,Wikipedia:Neutraler Standpunkt,rule,supporting,prohibition,content,Auch die Bezeichnung von sprachlichen Ausdrücken als falsch verstößt gegen den neutralen Standpunkt,Die Bezeichnung sprachlicher Ausdrücke als „falsch“ verstößt gegen den neutralen Standpunkt.,"Labeling linguistic expressions as ""wrong"" violates the neutral point of view.",
dewiki:npov:54,dewiki,Wikipedia:Neutraler Standpunkt,rule,supporting,obligation,content,"Einordnungen wie umgangssprachlich, veraltet oder dergleichen sind nicht nach eigenem Ermessen vorzunehmen, sondern bedürfen der Absicherung mittels sprachwissenschaftlicher Fachliteratur","Einordnungen wie „umgangssprachlich“ oder „veraltet“ dürfen nicht nach eigenem Ermessen erfolgen, sondern bedürfen der Absicherung durch sprachwissenschaftliche Fachliteratur.","Labels such as ""colloquial"" or ""outdated"" must not be assigned at one's own discretion but require backing by linguistic scholarly literature.",
dewiki:npov:55,dewiki,Wikipedia:Neutraler Standpunkt,procedure,supporting,obligation,content,"empfiehlt es sich, zunächst die unumstrittenen Aspekte darzustellen und im Folgenden dann in einem separaten Abschnitt die Rezeption … darzustellen","Es empfiehlt sich, zunächst die unumstrittenen Aspekte und danach in einem separaten Abschnitt die Rezeption aus Sicht der relevanten Akteure darzustellen.","It is advisable to first present the undisputed aspects and then, in a separate section, the reception from the perspective of relevant actors.",
dewiki:npov:56,dewiki,Wikipedia:Neutraler Standpunkt,rule,supporting,obligation,content,"Dieser Abschnitt sollte ausdrücklich nicht nur negative Beurteilungen, sondern alle relevanten Stimmen umfassen","Der Rezeptionsabschnitt soll nicht nur negative Beurteilungen, sondern alle relevanten Stimmen umfassen.",The reception section should encompass not only negative assessments but all relevant voices.,
dewiki:npov:57,dewiki,Wikipedia:Neutraler Standpunkt,rule,supporting,obligation,content,"Wer eine Statistik bringt, sollte immer eine Quellenangabe beifügen","Wer eine Statistik anführt, soll immer eine Quellenangabe beifügen.",Whoever cites a statistic should always add a source reference.,
dewiki:npov:58,dewiki,Wikipedia:Neutraler Standpunkt,rule,central,prohibition,content,"Artikel, in denen ein oder mehrere Standpunkte nur ungenügend erklärt werden, lassen sich nicht dadurch neutraler gestalten, dass man den Gegenstandpunkt kürzt","Ein Artikel wird nicht dadurch neutraler, dass man den Gegenstandpunkt kürzt.",An article is not made more neutral by shortening the opposing viewpoint.,
dewiki:npov:59,dewiki,Wikipedia:Neutraler Standpunkt,procedure,supporting,obligation,content,"Stattdessen sollte darauf hingewirkt werden, dass der nur ungenau erklärte Standpunkt besser begründet … und ausformuliert wird","Stattdessen soll darauf hingewirkt werden, dass der ungenau erklärte Standpunkt besser begründet und ausformuliert wird.","Instead, one should work toward better substantiating and elaborating the inadequately explained viewpoint.",
dewiki:npov:60,dewiki,Wikipedia:Neutraler Standpunkt,procedure,supporting,obligation,content,"Es empfiehlt sich, besonders gefährdete und umstrittene Artikel … auf Beobachtungskandidaten zu verlinken",Besonders gefährdete und umstrittene Artikel sollen auf Beobachtungskandidaten verlinkt werden.,Particularly vulnerable and disputed articles should be listed on the watchlist candidates page.,
dewiki:npov:61,dewiki,Wikipedia:Neutraler Standpunkt,procedure,supporting,procedure,content,"Im ersten Schritt ist unter Versionsgeschichte zu prüfen, wie viele Personen bereits an dem Text gearbeitet haben","Im ersten Schritt ist in der Versionsgeschichte zu prüfen, wie viele Personen am Text gearbeitet haben.","As a first step, check the version history for how many people have worked on the text.",
dewiki:npov:62,dewiki,Wikipedia:Neutraler Standpunkt,procedure,supporting,permission,content,"Wer das Thema ausreichend kennt oder über entsprechende Quellen verfügt, kann den Artikel entsprechend umschreiben oder erweitern","Wer das Thema ausreichend kennt oder Quellen hat, kann den Artikel umschreiben oder erweitern.",Whoever knows the topic sufficiently or has sources may rewrite or expand the article.,
dewiki:npov:63,dewiki,Wikipedia:Neutraler Standpunkt,procedure,supporting,permission,content,"kann man mit dem Baustein {{Neutralität}} kennzeichnen, der auf diese Seite verweist","Umstrittene, schwer umzuschreibende Artikel können mit dem Baustein {{Neutralität}} gekennzeichnet werden.",Disputed articles that are hard to rewrite may be tagged with the {{Neutralität}} template.,
dewiki:npov:64,dewiki,Wikipedia:Neutraler Standpunkt,procedure,context,condition,user-admin,so ist die Ergänzung mit dem Baustein bei Wikipedia:Administratoren/Anfragen zu beantragen,"Ist der Artikel wegen Edit-War gesperrt, ist das Setzen des Bausteins bei den Administratoren zu beantragen.","If the article is protected due to an edit war, adding the template must be requested from the administrators.",conditional / admin
dewiki:npov:65,dewiki,Wikipedia:Neutraler Standpunkt,procedure,context,obligation,content,"Die Ultima Ratio bei Artikeln, die als nicht „neutralisierbar“ erscheinen, ist ein Löschantrag. In seinem Text ist zu begründen, warum eine Überarbeitung nicht möglich oder sinnvoll ist","Ultima Ratio ist ein Löschantrag; in dessen Text ist zu begründen, warum eine Überarbeitung nicht möglich oder sinnvoll ist.",As a last resort a deletion request may be filed; its text must justify why a revision is impossible or unreasonable.,
